sentence,likelihood
"Yes, yes, yes!",-13.166015625
"Don't worry, Mr.",-13.1673583984375
When are you coming back?,-13.16796875
Whaaaaaaaat?,-13.16796875
Hold on a minute.,-13.16796875
What'd you say?,-13.16796875
"I don't know, maybe.",-13.16796875
Eep!,-13.16796875
What are you getting?,-13.16943359375
"Hey, it's me.",-13.169921875
"Ugh, do I have to?",-13.170166015625
Have you done your homework?,-13.17041015625
"Mommy, are you okay?",-13.1708984375
"Hi, sweetie.",-13.171142578125
"Oh, no worries.",-13.171875
You're so beautiful.,-13.171875
Milk?,-13.171875
I was raped.,-13.171875
Five dollars?,-13.171875
I would never do that.,-13.171875
No homo.,-13.171875
I'll try.,-13.171875
What if?,-13.171875
Dean!,-13.171875
Weird.,-13.171875
Serious?,-13.171875
Doctor!,-13.171875
Good news!,-13.171875
Fuck this.,-13.171875
Try this.,-13.171875
What do you think it is?,-13.1728515625
Got milk?,-13.173828125
What the hell does that mean?,-13.173828125
"Oh, that's awesome.",-13.17578125
May I?,-13.17578125
What you talking about?,-13.17578125
I don't need it.,-13.17578125
"No, why?",-13.17578125
I really don't know.,-13.17633056640625
"Sorry, Mr.",-13.1767578125
Did you finish your homework?,-13.1767578125
Now wait a minute.,-13.17822265625
What does that have to do with anything?,-13.178314208984375
Why do you think that?,-13.1796875
I'm American.,-13.1796875
I'm homeless.,-13.1796875
Quit it!,-13.1796875
Dayum!,-13.1796875
"Uhhh, no.",-13.1796875
Peace out!,-13.1796875
Can I do that?,-13.1796875
Can I try it?,-13.1796875
I wanna go.,-13.1796875
You're back!,-13.1796875
Do you have a pen?,-13.1796875
"Hey, um.",-13.1796875
"Hey, remember me?",-13.1796875
I'm Jewish.,-13.1796875
What's that supposed to mean?,-13.179931640625
What do you do all day?,-13.18017578125
What would Jesus do?,-13.1806640625
Can I tell you a secret?,-13.180908203125
What are you doing later?,-13.18115234375
"See, I told you so.",-13.181396484375
How're you doing?,-13.1826171875
Don't talk to me like that.,-13.1829833984375
That's so awesome!,-13.18359375
"Mom, relax.",-13.18359375
"You know what, though?",-13.18359375
What about that one?,-13.18359375
"Wow, man.",-13.18359375
"Mom, stop it.",-13.18359375
I need your help.,-13.18359375
Everything okay?,-13.18359375
I don't have time for that.,-13.18359375
"Hey, check it out.",-13.185546875
St.,-13.1875
Bruce!,-13.1875
Tyler!,-13.1875
Look here.,-13.1875
Save me!,-13.1875
Will you be my friend?,-13.1875
Hannah!,-13.1875
Jeremy!,-13.1875
Come out!,-13.1875
I'm too old for this.,-13.1875
What do I want?,-13.1875
You're black.,-13.1875
I'll take it.,-13.1875
What about that?,-13.1875
Gay?,-13.1875
I did this.,-13.1875
Gotta go.,-13.1875
Where's my coffee?,-13.1875
I have.,-13.1875
Who the hell is that?,-13.1875
I'll make you a deal.,-13.1875
Sorry guys.,-13.1875
"Aw, come on.",-13.188232421875
"Hi, how's it going?",-13.188720703125
Are you coming in?,-13.18896484375
Are you sure this is a good idea?,-13.18994140625
"No, ma'am.",-13.19140625
And then what happened?,-13.19140625
What's your major?,-13.19140625
"Really, man?",-13.19140625
How was school today?,-13.19140625
Where's your jacket?,-13.19140625
Can you smell that?,-13.19140625
Can I have a cookie?,-13.19140625
"Gee, Mr.",-13.19140625
"Dude, really?",-13.19140625
"Yo, yo, yo.",-13.193359375
What are you going to write about?,-13.193359375
"Hey, Mike.",-13.1953125
I hate him.,-13.1953125
Whee!,-13.1953125
"Hi, Dad.",-13.1953125
I'm your wife.,-13.1953125
It's like this.,-13.1953125
Owww!,-13.1953125
Is he okay?,-13.1953125
I'm coming!,-13.1953125
Lame.,-13.1953125
What is wrong with me?,-13.196533203125
"No, don't.",-13.19866943359375
That's awful.,-13.19921875
"No, I'm not going.",-13.19921875
Can you come over?,-13.19921875
Why are you reading that?,-13.19921875
"What's up, man?",-13.19921875
"Back off, man.",-13.19921875
Where are your shoes?,-13.19921875
Who are you people?,-13.19921875
"Well, what's the difference?",-13.2001953125
"Well, good.",-13.2001953125
What is the matter with you?,-13.20068359375
How do you know these things?,-13.201171875
"Oh my gosh, Mr.",-13.201416015625
Girls don't do that.,-13.201416015625
Where am I going?,-13.202239990234375
Isn't this nice?,-13.20245361328125
Which one are you?,-13.20263671875
I was wrong.,-13.203125
Move it!,-13.203125
Where are my kids?,-13.203125
Open up!,-13.203125
I need money.,-13.203125
Race?,-13.203125
Stop the car!,-13.203125
What's the plan?,-13.203125
It does?,-13.203125
Ahem.,-13.203125
I'm 21.,-13.203125
Meat?,-13.203125
I like this guy.,-13.203125
Oh nooo!,-13.203125
Chocolate?,-13.203125
Melissa!,-13.203125
It was awesome!,-13.203125
Attack!,-13.203125
What's wrong with your face?,-13.203125
Sex?,-13.203125
Later!,-13.203125
Let me see.,-13.203125
You mean.,-13.203125
Coming!,-13.203125
Andy!,-13.203125
What do you guys want?,-13.2041015625
Are you dumb?,-13.20458984375
Are you in?,-13.20458984375
Get the hell out of here!,-13.205078125
"No, it's not like that.",-13.205078125
"Oh, I can't do that.",-13.205078125
What the hell do you think you're doing?,-13.20556640625
I don't know what that means.,-13.20703125
Eeek!,-13.20703125
Hayley!,-13.20703125
That's bullshit.,-13.20703125
Rawr!,-13.20703125
"Mom, wait!",-13.20703125
I believe in you.,-13.20703125
What are you doing at my house?,-13.20849609375
"Mom, I don't get it.",-13.2086181640625
You look different.,-13.2109375
You're here.,-13.2109375
You're boring.,-13.2109375
We can't do that.,-13.2109375
"Oh, you're here.",-13.2109375
You ready to go?,-13.2109375
Nice dress.,-13.2109375
Aaagh!,-13.2109375
I'm not gonna do that.,-13.2109375
What are your plans?,-13.2109375
It's raining.,-13.2109375
What's the weather like?,-13.2109375
"Wow, thanks.",-13.21484375
I don't want anything.,-13.21484375
Can you do it?,-13.21484375
What's your favorite food?,-13.21484375
You can't say that!,-13.21484375
What do you want to watch?,-13.2158203125
You know what you need to do?,-13.2158203125
What did you guys do?,-13.216796875
Why is the sky blue?,-13.216796875
Stephanie!,-13.21728515625
"Oh, c'mon.",-13.218505859375
He likes me!,-13.21875
I could do that.,-13.21875
"Yeah, bro.",-13.21875
Is.,-13.21875
Why do you look like that?,-13.21875
"Hey, come on.",-13.21875
Maybe you're right.,-13.21875
Alice!,-13.21875
Do you have it?,-13.21875
Sara!,-13.21875
You know what would be good?,-13.21875
Not today.,-13.21875
I'm broke.,-13.21875
I trust you.,-13.21875
Still?,-13.21875
It's perfect.,-13.21875
I got a job!,-13.21875
Did you see that guy?,-13.2197265625
What do you think of me?,-13.2197265625
"No, not like that.",-13.220703125
What are you going to get?,-13.220703125
This is fun.,-13.22265625
"You're kidding me, right?",-13.22265625
What is all this?,-13.22265625
I swear to God.,-13.22265625
Waah!,-13.22265625
That's racist!,-13.22265625
"Look, dude.",-13.22265625
Is that me?,-13.22265625
What do you have in mind?,-13.2236328125
There it is!,-13.2236328125
"Ooh, what's that?",-13.224609375
You shall not pass!,-13.224609375
"Hey, what's for dinner?",-13.224609375
"Hey, I have an idea.",-13.224609375
What the f**k?,-13.2264404296875
Do you have a girlfriend?,-13.2265625
"Hey, Bob.",-13.2265625
Why's that?,-13.2265625
Kill me.,-13.2265625
"Oh, you guys!",-13.2265625
That was fun.,-13.2265625
"You go, girl!",-13.2265625
"Oh, why?",-13.2265625
I'm a professional.,-13.2265625
F**k!,-13.2275390625
"Don't worry, baby.",-13.2288818359375
Don't do drugs.,-13.2288818359375
Which one do you want?,-13.2294921875
What's the meaning of life?,-13.230224609375
It's not worth it.,-13.23046875
This is impossible.,-13.23046875
Can I have a hug?,-13.23046875
"You know what, honey?",-13.23046875
This is incredible.,-13.23046875
"Mom, I hate you.",-13.23046875
Let's eat.,-13.23046875
"Whoa, what's that?",-13.23046875
Let me tell you something.,-13.231689453125
I don't see what the big deal is.,-13.232421875
What did you write?,-13.232421875
Happy New Year!,-13.233154296875
Over there.,-13.234375
Ah ha!,-13.234375
Not my problem.,-13.234375
It's not that easy.,-13.234375
I like your hair.,-13.234375
Diana!,-13.234375
You're sick.,-13.234375
What book?,-13.234375
I'm not feeling well.,-13.234375
Boring!,-13.234375
I hate this song.,-13.234375
Where are my glasses?,-13.234375
Is this good?,-13.234375
Language!,-13.234375
Four?,-13.234375
Chicken!,-13.234375
I hate school.,-13.234375
Why didn't you call?,-13.2349853515625
I can't talk to you right now.,-13.235626220703125
Are you comfortable?,-13.23583984375
Don't you remember me?,-13.2366943359375
Aren't you going?,-13.2371826171875
Where's Dad?,-13.23828125
I have to go to the bathroom.,-13.23828125
Is that right?,-13.23828125
That's a good question.,-13.23828125
"Whoa, what's this?",-13.23828125
This is so boring.,-13.23828125
Get off of me!,-13.23828125
"Gee, I don't know.",-13.2388916015625
I just don't know what to do.,-13.2412109375
"Thank you, thank you.",-13.241668701171875
Who does that?,-13.2421875
Do you understand?,-13.2421875
I'm so stressed.,-13.2421875
"Yeah, thanks.",-13.2421875
Good girl!,-13.2421875
I'm so sick.,-13.2421875
"I'm sorry, guys.",-13.2421875
"Oh, I love that.",-13.2421875
Where's Daddy?,-13.2421875
I'm so skinny!,-13.2421875
Are you good?,-13.24365234375
"It's okay, it's okay.",-13.244140625
"Hey, what are you doing tonight?",-13.244140625
That's pretty cool.,-13.24609375
This is normal.,-13.24609375
That's so gay!,-13.24609375
This is absurd.,-13.24609375
"Okay, thanks.",-13.2470703125
"Well, maybe.",-13.2470703125
For reals?,-13.247802734375
What went wrong?,-13.248046875
"Well, how do you know?",-13.2490234375
F.,-13.25
Molly!,-13.25
Do you have the time?,-13.25
What are we gonna do now?,-13.25
What is this about?,-13.25
Whut?,-13.25
Leo!,-13.25
Attention!,-13.25
"No, she's not.",-13.25
Eeee!,-13.25
"Thanks, man.",-13.25
Is it good?,-13.25
Henry!,-13.25
U.,-13.25
Actually.,-13.25
But Daddy!,-13.25
What are we eating?,-13.25
So cute!,-13.25
You mean it?,-13.25
Do you have any money?,-13.25
What's your job?,-13.25
"What are you doing, Mom?",-13.25146484375
You're absolutely right.,-13.251953125
I can't deal with this.,-13.251953125
Of course I am.,-13.25244140625
I'm 20 years old.,-13.252685546875
Happy birthday to you!,-13.25390625
That's so sweet!,-13.25390625
"OK, good.",-13.25390625
Mhmm.,-13.25390625
"Well, what about you?",-13.2548828125
"Well, what about me?",-13.2548828125
"What's wrong, sweetie?",-13.2554931640625
"Yeah, Mrs.",-13.2559814453125
Goddamn!,-13.2568359375
"No, that's fine.",-13.2568359375
Don't you recognize me?,-13.2572021484375
You see that?,-13.2578125
I've tried everything.,-13.2578125
Where's your coat?,-13.2578125
Rude!,-13.2578125
What about now?,-13.2578125
Where do I go?,-13.2578125
How about now?,-13.2578125
Is he dead?,-13.2578125
Can I use your phone?,-13.2578125
"See, Mom?",-13.2578125
Are we friends?,-13.2578125
"Yeah, really?",-13.2578125
"Thanks, guys.",-13.2578125
You look nice.,-13.2578125
Oh my gods!,-13.2578125
I had a dream.,-13.2578125
Where'd you get that shirt?,-13.2587890625
"No, don't worry about it.",-13.25921630859375
If Mr.,-13.2607421875
Isn't it beautiful?,-13.26104736328125
Why didn't you tell me about this?,-13.2613525390625
That's all right.,-13.26171875
Why are you even here?,-13.26171875
I don't even know you.,-13.26171875
Can you come here?,-13.26171875
This is your life.,-13.26171875
I don't see anything.,-13.26171875
Fair enough.,-13.2626953125
"Other than that, Mrs.",-13.2626953125
Are you looking at me?,-13.26318359375
What are you holding?,-13.26318359375
Give me a minute.,-13.263671875
I'm going to go.,-13.26416015625
I'm going to sleep.,-13.26416015625
Why wouldn't you?,-13.264434814453125
Can I borrow some money?,-13.265625
Kill you?,-13.265625
I feel sick.,-13.265625
8.,-13.265625
I lied.,-13.265625
I won!,-13.265625
I live here.,-13.265625
Get lost!,-13.265625
Hush!,-13.265625
I agree.,-13.265625
What did you call me?,-13.265625
Mister!,-13.265625
Just wait.,-13.265625
"What, no?",-13.265625
"Yeah, me too.",-13.265625
I'm a doctor.,-13.265625
What are they saying?,-13.265625
Watch out!,-13.265625
"Oh, you don't know?",-13.26580810546875
Why won't you marry me?,-13.26641845703125
You're going to die.,-13.2666015625
"Really, Mr.",-13.26806640625
"Well, what can I do?",-13.2685546875
Can I take a picture?,-13.26953125
Do I look okay?,-13.26953125
I'll see what I can do.,-13.270263671875
Why haven't you called me?,-13.2703857421875
What are you crying about?,-13.27099609375
Why aren't you talking?,-13.271026611328125
"Oh, it doesn't matter.",-13.27117919921875
"Okay, Ms.",-13.271484375
"Hey, wait a second.",-13.271484375
So let me get this straight.,-13.2716064453125
I can't take this anymore.,-13.2724609375
What color do you want?,-13.27294921875
Tch.,-13.2734375
"Oh, uh.",-13.2734375
Here we go.,-13.2734375
"I'm sorry, I'm sorry.",-13.2734375
Wooooo!,-13.2734375
I'm nervous.,-13.2734375
Can I say something?,-13.2734375
Get in here!,-13.2734375
I'm stuck.,-13.2734375
I'm ready to go.,-13.2734375
Does this make my butt look big?,-13.274658203125
I didn't do that.,-13.27532958984375
Compared to what?,-13.275390625
You know what I want to do?,-13.275390625
"No, I don't want to do that.",-13.2762451171875
I can't believe this is happening.,-13.2763671875
"It's not me, it's you.",-13.2763671875
Squee!,-13.27734375
That's gross!,-13.27734375
This is not good.,-13.27734375
This is so exciting!,-13.27734375
I don't eat meat.,-13.27734375
"Well, listen.",-13.2783203125
Nailed it!,-13.2783203125
Are you alone?,-13.27880859375
I'm not that kind of girl.,-13.279388427734375
I have something to tell you.,-13.2794189453125
I'm going to school.,-13.27978515625
How much did it cost?,-13.27978515625
So what are you going to do?,-13.28070068359375
Psssst!,-13.28125
I like this one.,-13.28125
I want.,-13.28125
You win.,-13.28125
"Hey, Dave.",-13.28125
I know what I want.,-13.28125
What the crap?,-13.28125
Sit.,-13.28125
What's better?,-13.28125
Tiffany!,-13.28125
You know what would be nice?,-13.28125
Did I do that?,-13.28125
Tori!,-13.28125
Be cool.,-13.28125
Woh!,-13.28125
I made a mistake.,-13.28125
Ash!,-13.28125
Paris?,-13.28125
Cut!,-13.28125
Sasha!,-13.28125
The.,-13.28125
"Oh, I love it.",-13.28125
"Mom, calm down.",-13.28173828125
Can I call you?,-13.2822265625
"Hey, what are you guys doing?",-13.283203125
Don't touch my hair.,-13.2835693359375
Aren't you nervous?,-13.2840576171875
"It's okay, honey.",-13.28515625
Where's my stuff?,-13.28515625
Let's go home.,-13.28515625
Are you going to finish that?,-13.28564453125
Hallelujah!,-13.286163330078125
I'll talk to you later.,-13.287109375
"Come on, you can do it!",-13.287109375
I don't want to get married.,-13.287109375
"Hi, nice to meet you.",-13.2874755859375
"Well, who are you?",-13.2880859375
You cut your hair?,-13.2880859375
"Yeah, duh.",-13.288330078125
What the heck is wrong with you?,-13.288818359375
"Hey, what about me?",-13.2890625
"Oh, that?",-13.2890625
It's bad.,-13.2890625
With what?,-13.2890625
"Oh, what is this?",-13.2890625
We're friends.,-13.2890625
What's happening here?,-13.2890625
"You know, Mom.",-13.2890625
Lies!,-13.2890625
I love this movie!,-13.2890625
I'm in.,-13.2890625
What do I look like?,-13.28955078125
Are you a witch?,-13.29052734375
"Oh, shut up.",-13.29150390625
"Honey, what are you doing?",-13.2919921875
I don't feel well.,-13.29296875
Do you hate me?,-13.29296875
Let's go out!,-13.29296875
What year is this?,-13.29296875
Will it hurt?,-13.29296875
Why are you sitting there?,-13.29296875
Where's my book?,-13.29296875
Where we going?,-13.29296875
I thought we were friends.,-13.29296875
This is really cool.,-13.29296875
What do you want to know?,-13.2939453125
Are you sure you want this?,-13.29443359375
Are you a teacher?,-13.29443359375
I don't want to do this anymore.,-13.294921875
What am I missing?,-13.29534912109375
"Oh, go ahead.",-13.296875
Do you have any kids?,-13.296875
Are we done?,-13.296875
My eyes!,-13.296875
It's so cool!,-13.296875
What is this crap?,-13.296875
Ken!,-13.296875
I'm 12.,-13.296875
What's.,-13.296875
You stupid!,-13.296875
Heya!,-13.296875
"Oh, I understand.",-13.296875
What kind?,-13.296875
This is what I want to do.,-13.296875
Not yet.,-13.296875
"Oh, I'm so excited!",-13.296875
Woof!,-13.296875
"Wait, what are you doing?",-13.296875
What is wrong?,-13.296875
Dang it!,-13.296875
You do that.,-13.296875
I'm mad at you.,-13.298828125
"Mom, it's OK.",-13.298828125
Shut the front door!,-13.2989501953125
Why do you care so much?,-13.2991943359375
What does he look like?,-13.29962158203125
I'm not going to school.,-13.2998046875
I think I might be pregnant.,-13.30078125
Can you believe this guy?,-13.30078125
This is important.,-13.30078125
This is my job.,-13.30078125
